Name,Length_V1,Glyco(Nx[ST])_V1,NP[ST]_V1,NN[ST][ST]_V1,Charge_V1,Length_V2,Glyco(Nx[ST])_V2,NP[ST]_V2,NN[ST][ST]_V2,Charge_V2,Length_V1V2,Glyco(Nx[ST])_V1V2,NP[ST]_V1V2,NN[ST][ST]_V1V2,Charge_V1V2,Length_V3,Glyco(Nx[ST])_V3,NP[ST]_V3,NN[ST][ST]_V3,Charge_V3,Length_V4,Glyco(Nx[ST])_V4,NP[ST]_V4,NN[ST][ST]_V4,Charge_V4,Length_V5,Glyco(Nx[ST])_V5,NP[ST]_V5,NN[ST][ST]_V5,Charge_V5
B.US.2019.4236_BL_C1_1.MZ397095,37,0,0,0,-1,43,0,0,0,0,78,0,0,0,-1,37,0,0,0,6,29,0,0,0,-2,15,0,0,0,-1
B.US.2019.4236_BL_C5_3.MZ397093,31,0,0,0,1,43,0,0,0,0,72,0,0,0,1,37,0,0,0,5,30,0,0,0,-1,15,0,0,0,-1
B.US.2019.4236_V11_D8_4.MZ397091,31,0,0,0,1,43,0,0,0,0,72,0,0,0,1,37,0,0,0,7,30,0,0,0,-3,15,0,0,0,-1
B.US.2019.4236_V9_G10_3.MZ397092,29,0,0,0,-1,43,0,0,0,0,70,0,0,0,-1,37,0,0,0,7,31,0,0,0,-1,15,0,0,0,-1
B.US.2019.5257_BL_A3_2.MZ397098,31,0,0,0,-2,41,0,0,0,1,70,0,0,0,-1,36,0,0,0,6,29,0,0,0,-1,13,0,0,0,0
B.US.2019.5257_BL_B12_4.MZ397097,31,0,0,0,-2,41,0,0,0,1,70,0,0,0,-1,36,0,0,0,6,29,0,0,0,1,13,0,0,0,-1
B.US.2019.5257_BL_F4_4.MZ397096,31,0,0,0,-2,41,0,0,0,1,70,0,0,0,-1,36,0,0,0,6,29,0,0,0,1,13,0,0,0,-1
B.US.2019.5257_V7_B12_3.MZ397104,31,0,0,0,-2,41,0,0,0,1,70,0,0,0,-1,36,0,0,0,6,28,0,0,0,-1,17,0,0,0,-1
B.US.2019.5257_V7_B9_2.MZ397102,31,0,0,0,-2,41,0,0,0,1,70,0,0,0,-1,36,0,0,0,6,29,0,0,0,0,13,0,0,0,0
B.US.2019.5257_V7_C1_1.MZ397103,31,0,0,0,-2,41,0,0,0,1,70,0,0,0,-1,36,0,0,0,6,29,0,0,0,1,15,0,0,0,-1
B.US.2019.5257_V7_D2_1.MZ397105,31,0,0,0,-2,41,0,0,0,1,70,0,0,0,-1,36,0,0,0,6,28,0,0,0,-1,13,0,0,0,0
B.US.2019.5257_V7_D6_1.MZ397106,31,0,0,0,-2,41,0,0,0,1,70,0,0,0,-1,36,0,0,0,6,28,0,0,0,-1,17,0,0,0,-1
B.US.2019.5257_V7_D7_1.MZ397107,31,0,0,0,-2,41,0,0,0,1,70,0,0,0,-1,36,0,0,0,6,29,0,0,0,0,17,0,0,0,-1
B.US.2019.5257_V7_E2_1.MZ397099,31,0,0,0,-2,41,0,0,0,1,70,0,0,0,-1,36,0,0,0,6,29,0,0,0,0,17,0,0,0,-1
B.US.2019.5257_V7_G10_1.MZ397101,31,0,0,0,-2,41,0,0,0,1,70,0,0,0,-1,36,0,0,0,6,29,0,0,0,-1,13,0,0,0,0
B.US.2019.5257_V7_H3_1.MZ397100,31,0,0,0,-2,41,0,0,0,1,70,0,0,0,-1,36,0,0,0,6,29,0,0,0,0,13,0,0,0,-1
B.US.2019.6113_BL_A3_4.MZ397036,23,0,0,0,-1,47,0,0,0,2,68,0,0,0,1,37,0,0,0,5,34,0,0,0,-3,12,0,0,0,0
B.US.2019.6113_BL_A5_4.MZ397034,23,0,0,0,-1,47,0,0,0,2,68,0,0,0,1,37,0,0,0,6,34,0,0,0,-3,12,0,0,0,0
B.US.2019.6113_BL_B4_3.MZ397038,23,0,0,0,-1,47,0,0,0,2,68,0,0,0,1,37,0,0,0,5,34,0,0,0,-2,12,0,0,0,0
B.US.2019.6113_BL_C10_4.MZ397035,23,0,0,0,-1,47,0,0,0,2,68,0,0,0,1,37,0,0,0,5,34,0,0,0,-2,12,0,0,0,0
B.US.2019.6113_BL_D6_4.MZ397037,23,0,0,0,-1,47,0,0,0,2,68,0,0,0,1,37,0,0,0,5,34,0,0,0,-2,12,0,0,0,0
B.US.2019.6113_V14_A10_1.MZ397027,23,0,0,0,-1,47,0,0,0,1,68,0,0,0,0,37,0,0,0,5,34,0,0,0,-3,12,1,0,0,0
B.US.2019.6113_V14_A11_1.MZ397028,23,0,0,0,-1,47,0,0,0,1,68,0,0,0,0,37,0,0,0,5,34,0,0,0,-3,12,1,0,0,0
B.US.2019.6113_V14_B5_2.MZ397030,23,0,0,0,-1,47,0,0,0,1,68,0,0,0,0,37,0,0,0,6,34,0,0,0,-3,12,0,0,0,0
B.US.2019.6113_V14_C7_3.MZ397029,23,0,0,0,-1,47,0,0,0,1,68,0,0,0,0,37,0,0,0,6,34,0,0,0,-3,12,0,0,0,0
B.US.2019.6113_V14_D8_2.MZ397031,23,0,0,0,-1,47,0,0,0,0,68,0,0,0,-1,37,0,0,0,6,34,0,0,0,-1,12,0,0,0,0
B.US.2019.6113_V14_E1_2.MZ397032,23,0,0,0,-1,47,0,0,0,2,68,0,0,0,1,37,0,0,0,6,34,0,0,0,-3,12,0,0,0,0
B.US.2019.6113_V14_G11_1.MZ397033,23,0,0,0,-1,47,0,0,0,1,68,0,0,0,0,37,0,0,0,6,34,0,0,0,-3,12,0,0,0,0
B.US.2019.6292_BL_A4_1.MZ396988,30,0,0,0,-3,41,0,0,0,1,69,0,0,0,-2,37,0,0,0,5,22,0,0,0,-3,13,0,0,0,0
B.US.2019.6292_BL_B2_1.MZ396981,30,0,0,0,-2,41,0,0,0,0,69,0,0,0,-2,37,0,0,0,5,23,0,0,0,-1,11,0,0,0,1
B.US.2019.6292_BL_C4_1.MZ396980,30,0,0,0,-1,41,0,0,0,0,69,0,0,0,-1,37,0,0,0,5,23,0,0,0,-1,13,0,0,0,0
B.US.2019.6292_BL_D2_3.MZ396982,30,0,0,0,-2,41,0,0,0,0,69,0,0,0,-2,37,0,0,0,5,23,0,0,0,-1,13,0,0,0,-1
B.US.2019.6292_BL_D4_1.MZ396986,30,0,0,0,-3,41,0,0,0,0,69,0,0,0,-3,37,0,0,0,5,22,0,0,0,0,13,0,0,0,0
B.US.2019.6292_BL_F2_2.MZ396984,30,0,0,0,-3,41,0,0,0,0,69,0,0,0,-3,37,0,0,0,5,22,0,0,0,-2,13,0,0,0,0
B.US.2019.6292_BL_G2_1.MZ396983,30,0,0,0,-2,41,0,0,0,0,69,0,0,0,-2,37,0,0,0,5,22,0,0,0,-2,13,0,0,0,0
B.US.2019.6292_BL_G4_3.MZ396987,30,0,0,0,-1,41,0,0,0,0,69,0,0,0,-1,37,0,0,0,5,22,0,0,0,-1,13,0,0,0,0
B.US.2019.6292_BL_H4_2.MZ396985,30,0,0,0,-3,41,0,0,0,0,69,0,0,0,-3,37,0,0,0,5,22,0,0,0,-2,13,0,0,0,0
B.US.2019.6292_V7_A11_1.MZ396996,30,0,0,0,-3,41,0,0,0,0,69,0,0,0,-3,37,0,0,0,6,22,0,0,0,0,13,0,0,0,0
B.US.2019.6292_V7_A6_1.MZ396995,30,0,0,0,-3,41,0,0,0,0,69,0,0,0,-3,37,0,0,0,6,22,0,0,0,0,13,0,0,0,0
B.US.2019.6292_V7_B9_2.MZ396993,30,0,0,0,-2,41,0,0,0,0,69,0,0,0,-2,37,0,0,0,7,22,0,0,0,-2,13,0,0,0,0
B.US.2019.6292_V7_C12_1.MZ396999,30,0,0,0,-3,41,0,0,0,0,69,0,0,0,-3,37,0,0,0,5,22,0,0,0,0,13,0,0,0,0
B.US.2019.6292_V7_C8_1.MZ396994,30,0,0,0,-3,41,0,0,0,0,69,0,0,0,-3,37,0,0,0,5,22,0,0,0,-2,13,0,0,0,0
B.US.2019.6292_V7_F10_2.MZ396998,30,0,0,0,-3,41,0,0,0,0,69,0,0,0,-3,37,0,0,0,6,22,0,0,0,-1,13,0,0,0,0
B.US.2019.6292_V7_F12_4.MZ396997,30,0,0,0,-3,41,0,0,0,0,69,0,0,0,-3,37,0,0,0,6,22,0,0,0,0,13,0,0,0,0
B.US.2019.6292_V7_F5_2.MZ396992,30,0,0,0,-4,41,0,0,0,0,69,0,0,0,-4,37,0,0,0,5,22,0,0,0,-2,13,0,0,0,0
B.US.2019.6292_V7_G10_4.MZ396990,30,0,0,0,-4,41,0,0,0,0,69,0,0,0,-4,37,0,0,0,4,22,0,0,0,-2,13,0,0,0,0
B.US.2019.6292_V7_G8_4.MZ396991,30,0,0,0,-4,41,0,0,0,0,69,0,0,0,-4,37,0,0,0,4,22,0,0,0,-2,13,0,0,0,0
B.US.2019.6292_V7_H7_4.MZ396989,30,0,0,0,-3,41,0,0,0,0,69,0,0,0,-3,37,0,0,0,4,22,0,0,0,-2,13,0,0,0,0
B.US.2019.65021_BASELINE_V2_E3_2.PP961151,31,0,0,0,1,42,0,0,0,-3,71,0,0,0,-2,37,0,0,0,4,31,0,0,0,-1,14,0,0,0,-2
B.US.2019.65021_BASELINE_V2_E5_3.PP961153,20,0,0,0,1,42,0,0,0,-1,60,0,0,0,0,37,0,0,0,5,31,0,0,0,0,14,0,0,0,-2
B.US.2019.65021_BASELINE_V2_E6_1.PP961154,24,0,0,0,-1,42,0,0,0,-1,64,0,0,0,-2,37,0,0,0,4,31,0,0,0,0,14,0,0,0,-2
B.US.2019.65021_BASELINE_V2_F10_1.PP961159,24,0,0,0,2,42,0,0,0,-2,64,0,0,0,0,37,0,0,0,5,31,0,0,0,0,14,0,0,0,-1
B.US.2019.65021_BASELINE_V2_F8_3.PP961158,27,0,0,0,-2,42,0,0,0,-1,67,0,0,0,-3,37,0,0,0,4,31,0,0,0,0,14,0,0,0,-2
B.US.2019.6775_BL_B10_3.MZ397024,30,0,0,0,-1,56,1,0,0,1,84,1,0,0,0,37,0,0,0,4,30,0,0,0,-2,14,0,0,0,-1
B.US.2019.6775_BL_E3_3.MZ397026,30,1,0,0,-1,57,0,0,0,2,85,1,0,0,1,37,0,0,0,4,33,0,0,0,0,16,0,0,0,-2
B.US.2019.6775_BL_E5_2.MZ397025,30,0,0,0,-2,56,1,0,0,2,84,1,0,0,0,37,0,0,0,5,33,1,0,0,-1,12,0,0,0,0
B.US.2019.6775_BL_F5_2.MZ397023,30,0,0,0,-1,56,1,0,0,1,84,1,0,0,0,37,0,0,0,4,30,0,0,0,-2,14,0,0,0,-1
B.US.2019.6775_BL_G10_2.MZ397020,30,0,0,0,-1,56,1,0,0,1,84,1,0,0,0,37,0,0,0,4,30,0,0,0,0,14,0,0,0,-1
B.US.2019.6775_BL_G3_4.MZ397019,30,0,0,0,-1,56,1,0,0,1,84,1,0,0,0,37,0,0,0,4,30,0,0,0,0,14,0,0,0,-1
B.US.2019.6775_BL_H10_4.MZ397021,30,0,0,0,-1,56,1,0,0,1,84,1,0,0,0,37,0,0,0,4,30,0,0,0,-2,14,0,0,0,-1
B.US.2019.6775_BL_H7_3.MZ397022,30,0,0,0,-1,56,1,0,0,1,84,1,0,0,0,37,0,0,0,5,30,0,0,0,-3,14,0,0,0,-1
B.US.2019.6775_V7_D2_4.MZ397015,34,0,0,0,-1,52,0,0,0,2,84,0,0,0,1,37,0,0,0,5,30,0,0,0,-1,12,0,0,0,-1
B.US.2019.6775_V7_D3_3.MZ397014,34,0,0,0,-1,54,0,0,0,1,86,0,0,0,0,37,0,0,0,5,30,0,0,0,-1,14,0,0,0,-1
B.US.2019.6775_V7_D6_3.MZ397017,30,0,0,0,1,54,0,0,0,1,82,0,0,0,2,37,0,0,0,4,30,0,0,0,-1,14,0,0,0,-2
B.US.2019.6775_V7_D7_3.MZ397018,30,0,0,0,0,56,1,0,0,1,84,1,0,0,1,37,0,0,0,6,30,0,0,0,-3,14,0,0,0,-1
B.US.2019.6775_V7_E5_1.MZ397016,34,0,0,0,-1,54,0,0,0,1,86,0,0,0,0,37,0,0,0,5,30,0,0,0,-1,14,0,0,0,-1
B.US.2019.7190_BL_A3_2.MZ397116,32,0,0,0,-1,41,0,0,0,0,71,0,0,0,-1,36,0,0,0,5,20,0,0,0,-1,12,0,0,0,-1
B.US.2019.7190_BL_A9_3.MZ397115,32,0,0,0,-1,41,0,0,0,0,71,0,0,0,-1,36,0,0,0,5,18,0,0,0,-1,12,0,0,0,-1
B.US.2019.7190_BL_B1_1.MZ397114,32,0,0,0,-1,41,0,0,0,0,71,0,0,0,-1,36,0,0,0,7,22,0,0,0,-1,12,0,0,0,-1
B.US.2019.7190_BL_C12_2.MZ397113,32,0,0,0,-1,41,0,0,0,0,71,0,0,0,-1,36,0,0,0,5,18,0,0,0,-1,12,0,0,0,-1
B.US.2019.7190_BL_D10_4.MZ397117,32,0,0,0,-1,41,0,0,0,0,71,0,0,0,-1,36,0,0,0,7,20,0,0,0,-2,12,0,0,0,0
B.US.2019.7190_V7_A3_5.MZ397111,32,0,0,0,-2,41,0,0,0,0,71,0,0,0,-2,36,0,0,0,5,25,0,0,0,0,12,0,0,0,-1
B.US.2019.7190_V7_A9_8.MZ397108,32,0,0,0,-1,41,0,0,0,0,71,0,0,0,-1,36,0,0,0,5,22,0,0,0,-1,12,0,0,0,-1
B.US.2019.7190_V7_B11_4.MZ397112,32,0,0,0,-1,41,0,0,0,0,71,0,0,0,-1,36,0,0,0,5,22,0,0,0,-2,12,0,0,0,-1
B.US.2019.7190_V7_F3_5.MZ397109,32,0,0,0,-2,41,0,0,0,0,71,0,0,0,-2,36,0,0,0,5,25,0,0,0,-1,12,0,0,0,-1
B.US.2019.7190_V7_G1_8.MZ397110,32,0,0,0,-1,41,0,0,0,0,71,0,0,0,-1,36,0,0,0,5,22,0,0,0,-1,12,0,0,0,0
B.US.2019.8074_BL_D10_2.MZ397127,27,0,0,0,0,50,1,0,0,-2,75,1,0,0,-2,37,0,0,0,5,44,0,0,0,0,14,1,0,0,-1
B.US.2019.8074_BL_E12_4.MZ397124,27,0,0,0,0,50,1,0,0,0,75,1,0,0,0,37,0,0,0,5,34,0,0,0,0,14,1,0,0,-1
B.US.2019.8074_BL_E8_1.MZ397125,27,0,0,0,0,50,1,0,0,0,75,1,0,0,0,37,0,0,0,5,34,0,0,0,0,14,1,0,0,-1
B.US.2019.8074_BL_F11_2.MZ397128,27,0,0,0,0,50,0,0,0,0,75,0,0,0,0,37,0,0,0,5,35,0,0,0,0,14,1,0,0,-1
B.US.2019.8074_BL_F2_4.MZ397126,27,0,0,0,0,50,1,0,0,-2,75,1,0,0,-2,37,0,0,0,5,44,0,0,0,0,14,1,0,0,-1
B.US.2019.8074_BL_F3_3.MZ397123,27,0,0,0,0,50,1,0,0,0,75,1,0,0,0,37,0,0,0,5,34,0,0,0,0,14,1,0,0,-1
B.US.2019.8074_BL_F6_2.MZ397129,27,0,0,0,0,50,1,0,0,0,75,1,0,0,0,37,0,0,0,5,37,0,0,0,0,14,1,0,0,-1
B.US.2019.8074_V7_E10_4.MZ397120,27,0,0,0,-1,50,1,0,0,-1,75,1,0,0,-2,37,0,0,0,4,37,0,0,0,0,14,1,0,0,-1
B.US.2019.8074_V7_E11_1.MZ397122,27,0,0,0,-1,50,0,0,0,1,75,0,0,0,0,37,0,0,0,5,34,0,0,0,-1,14,1,0,0,-1
B.US.2019.8074_V7_E2_2.MZ397118,27,0,0,0,0,50,0,0,0,0,75,0,0,0,0,37,0,0,0,5,37,0,0,0,0,14,1,0,0,-1
B.US.2019.8074_V7_E4_4.MZ397119,27,0,0,0,0,50,0,0,0,0,75,0,0,0,0,37,0,0,0,5,37,0,0,0,0,14,1,0,0,-1
B.US.2019.8074_V7_G10_1.MZ397121,27,0,0,0,0,50,0,0,0,0,75,0,0,0,0,37,0,0,0,5,37,0,0,0,0,14,1,0,0,-1
B.US.2019.9372_BL_A10_1.MZ397004,44,0,0,0,3,44,0,0,0,2,86,0,0,0,5,37,0,0,0,7,30,0,0,0,0,11,0,0,0,0
B.US.2019.9372_BL_C3_3.MZ397001,45,0,0,0,1,44,0,0,0,2,87,0,0,0,3,37,0,0,0,7,30,0,0,0,-2,11,0,0,0,0
B.US.2019.9372_BL_C5_2.MZ397005,39,0,0,0,0,44,0,0,0,1,81,0,0,0,1,37,0,0,0,7,30,0,0,0,-1,11,0,0,0,0
B.US.2019.9372_BL_E11_1.MZ397003,42,0,0,0,1,44,0,0,0,1,84,0,0,0,2,37,0,0,0,7,30,0,0,0,-2,11,0,0,0,0
B.US.2019.9372_BL_E2_1.MZ397000,42,0,0,0,1,44,0,0,0,1,84,0,0,0,2,37,0,0,0,7,30,0,0,0,-1,11,0,0,0,0
B.US.2019.9372_BL_E6_1.MZ397008,47,0,0,0,2,44,0,0,0,1,89,0,0,0,3,37,0,0,0,7,30,0,0,0,-2,11,0,0,0,0
B.US.2019.9372_BL_E7_1.MZ397009,39,0,0,0,0,44,0,0,0,2,81,0,0,0,2,37,0,0,0,7,30,0,0,0,-2,14,0,0,0,0
B.US.2019.9372_BL_F5_4.MZ397006,39,0,0,0,0,44,0,0,0,1,81,0,0,0,1,37,0,0,0,7,30,0,0,0,-2,11,0,0,0,0
B.US.2019.9372_BL_F7_1.MZ397007,39,0,0,0,0,44,0,0,0,1,81,0,0,0,1,37,0,0,0,7,30,0,0,0,-1,11,0,0,0,0
B.US.2019.9372_BL_H4_1.MZ397002,45,0,0,0,1,44,0,0,0,2,87,0,0,0,3,37,0,0,0,7,30,0,0,0,-2,11,0,0,0,0
B.US.2019.9372_V7_E10_3.MZ397011,42,0,0,0,1,44,0,0,0,2,84,0,0,0,3,37,0,0,0,7,30,0,0,0,-1,14,0,0,0,0
B.US.2019.9372_V7_F1_2.MZ397012,39,0,0,0,0,44,0,0,0,2,81,0,0,0,2,37,0,0,0,7,30,0,0,0,-2,14,0,0,0,0
B.US.2019.9372_V7_G2_2.MZ397010,41,0,0,0,0,44,0,0,0,1,83,0,0,0,1,37,0,0,0,7,30,0,0,0,-2,11,0,0,0,0
B.US.2019.9372_V7_G4_2.MZ397013,39,0,0,0,0,44,0,0,0,2,81,0,0,0,2,37,0,0,0,7,30,0,0,0,-1,14,0,0,0,0
B.US.2019.98059_BASELINE_V1_C4.PP961192,22,0,0,0,-1,41,0,0,0,-1,61,0,0,0,-2,37,0,0,0,6,32,0,0,0,-2,13,0,0,0,-2
B.US.2019.98059_BASELINE_V1_D6.PP961194,39,2,0,0,0,39,0,0,0,-1,76,2,0,0,-1,37,0,0,0,6,32,0,0,0,-3,11,0,0,0,-1
B.US.2019.V704_0856_240_RE_PB001_S.OQ912891,25,0,0,0,-1,41,0,0,0,-1,64,0,0,0,-2,37,0,0,0,6,30,0,0,0,0,11,0,0,0,-1
B.US.2019.V704_2171_250_RE_CON_S.OR508947,26,0,0,0,1,41,0,0,0,1,65,0,0,0,2,37,0,0,0,4,38,0,0,0,0,12,0,0,0,0
B.US.2019.V704_2838_260_RE_PBLIB001_S.OR508954,26,0,0,0,-1,49,0,0,0,0,73,0,0,0,-1,36,0,0,0,3,29,0,0,0,-1,15,1,0,0,1
B.US.2019.V704_2838_260_RE_PBLIB002_S.OR508955,26,0,0,0,-1,49,0,0,0,0,73,0,0,0,-1,36,0,0,0,3,29,0,0,0,-1,15,1,0,0,1
B.US.2020.65010_REBOUND_V21_A4A_2.PP960842,28,0,0,0,-4,50,0,0,0,1,76,0,0,0,-3,37,0,0,0,4,32,0,0,0,-2,15,0,0,0,-1
B.US.2020.65010_REBOUND_V21_A4B_4.PP960843,28,0,0,0,-4,50,0,0,0,-1,76,0,0,0,-5,37,0,0,0,4,32,0,0,0,-2,15,0,0,0,-1
B.US.2020.65010_REBOUND_V21_A8A_2.PP960847,28,0,0,0,-4,50,0,0,0,1,76,0,0,0,-3,37,0,0,0,4,32,0,0,0,-2,15,0,0,0,-1
B.US.2020.65010_REBOUND_V21_B2_11.PP960853,28,0,0,0,-4,50,0,0,0,1,76,0,0,0,-3,37,0,0,0,4,32,0,0,0,-2,15,0,0,0,-1
B.US.2020.65010_REBOUND_V21_B8A_6.PP960855,28,0,0,0,-4,50,0,0,0,1,76,0,0,0,-3,37,0,0,0,4,32,0,0,0,-2,15,0,0,0,-1
B.US.2020.65010_REBOUND_V21_E6A_1.PP960863,33,0,0,0,-1,41,0,0,0,1,72,0,0,0,0,37,0,0,0,4,32,0,0,0,0,14,0,0,0,-1
B.US.2020.65010_REBOUND_V21_E6B_1.PP960864,28,0,0,0,-4,50,0,0,0,0,76,0,0,0,-4,37,0,0,0,4,32,0,0,0,-2,15,0,0,0,-1
B.US.2020.65015_REBOUND_V23_1_B3_2.PP960876,34,1,0,0,-2,40,0,0,0,0,72,1,0,0,-2,37,0,0,0,5,32,0,0,0,-3,12,0,0,0,-1
B.US.2020.65015_REBOUND_V23_1_B4_10.PP960877,34,1,0,0,-2,40,0,0,0,0,72,1,0,0,-2,37,0,0,0,4,32,0,0,0,-2,12,0,0,0,-1
B.US.2020.65015_REBOUND_V23_1_C1_4.PP960880,34,1,0,0,-2,40,0,0,0,0,72,1,0,0,-2,37,0,0,0,5,32,0,0,0,-2,12,0,0,0,-1
B.US.2020.65015_REBOUND_V23_1_C6_5.PP960881,34,1,0,0,-2,40,0,0,0,0,72,1,0,0,-2,37,0,0,0,5,32,0,0,0,-2,12,0,0,0,-1
B.US.2020.65015_REBOUND_V23_1_D12_12.PP960884,34,1,0,0,-2,40,0,0,0,0,72,1,0,0,-2,37,0,0,0,5,32,0,0,0,-2,12,0,0,0,-1
B.US.2020.65015_REBOUND_V23_1_D9_6.PP960883,34,1,0,0,-2,40,0,0,0,0,72,1,0,0,-2,37,0,0,0,5,32,0,0,0,-2,12,0,0,0,-1
B.US.2020.65015_REBOUND_V23_1_E3_1.PP961055,34,1,0,0,-2,40,0,0,0,0,72,1,0,0,-2,37,0,0,0,5,32,0,0,0,-2,12,0,0,0,-1
B.US.2020.65021_REBOUND_V8_1_B11_2.PP960896,24,0,0,0,-2,42,0,0,0,-1,64,0,0,0,-3,37,0,0,0,4,31,0,0,0,-1,14,0,0,0,-2
B.US.2020.65021_REBOUND_V8_1_B3B_1.PP960893,24,0,0,0,-2,42,0,0,0,-1,64,0,0,0,-3,37,0,0,0,4,31,0,0,0,-1,14,0,0,0,-2
B.US.2020.65021_REBOUND_V8_1_B4B_11.PP960894,24,0,0,0,-2,42,0,0,0,-1,64,0,0,0,-3,37,0,0,0,4,31,0,0,0,-1,14,0,0,0,-2
B.US.2020.65021_REBOUND_V8_1_B5_2.PP960895,24,0,0,0,-2,42,0,0,0,-1,64,0,0,0,-3,37,0,0,0,4,31,0,0,0,-1,14,0,0,0,-2
B.US.2020.65021_REBOUND_V8_1_C1_6.PP960897,31,0,0,0,1,42,0,0,0,-3,71,0,0,0,-2,37,0,0,0,4,31,0,0,0,-2,14,0,0,0,-3
B.US.2020.65021_REBOUND_V8_1_C4_6.PP960898,24,0,0,0,-2,42,0,0,0,0,64,0,0,0,-2,37,0,0,0,4,31,0,0,0,-1,14,0,0,0,-2
B.US.2020.65021_REBOUND_V8_1_C8_11.PP960900,24,0,0,0,-2,42,0,0,0,-1,64,0,0,0,-3,37,0,0,0,4,31,0,0,0,-1,14,0,0,0,-2
B.US.2020.65021_REBOUND_V8_1_D10.PP960907,24,0,0,0,-2,42,0,0,0,-1,64,0,0,0,-3,37,0,0,0,4,31,0,0,0,-1,14,0,0,0,-2
B.US.2020.65021_REBOUND_V8_1_D3_9.PP960902,24,0,0,0,-2,42,0,0,0,-1,64,0,0,0,-3,37,0,0,0,4,31,0,0,0,-1,14,0,0,0,-2
B.US.2020.65021_REBOUND_V8_1_D6_1.PP960904,24,0,0,0,-2,42,0,0,0,-1,64,0,0,0,-3,37,0,0,0,4,31,0,0,0,-1,14,0,0,0,-2
B.US.2020.65021_REBOUND_V8_1_D7_5.PP960905,24,0,0,0,-2,42,0,0,0,-1,64,0,0,0,-3,37,0,0,0,4,31,0,0,0,-1,14,0,0,0,-2
B.US.2020.98050_REBOUND_VA0_C7_8.PP960917,33,0,0,0,-2,51,0,0,0,-1,82,0,0,0,-3,37,0,0,0,5,31,0,0,0,0,12,0,0,0,0
B.US.2020.98050_REBOUND_VA0_E1.PP960923,33,0,0,0,-2,51,0,0,0,-1,82,0,0,0,-3,37,0,0,0,5,31,0,0,0,0,12,0,0,0,0
B.US.2020.98050_REBOUND_VA0_E3B_6.PP960926,33,0,0,0,-2,51,0,0,0,-1,82,0,0,0,-3,37,0,0,0,5,31,0,0,0,0,12,0,0,0,0
B.US.2020.98050_REBOUND_VA0_E9A_1.PP960928,33,0,0,0,-2,51,0,0,0,-1,82,0,0,0,-3,37,0,0,0,5,31,0,0,0,0,12,0,0,0,0
B.US.2020.98050_REBOUND_VA0_F8_3.PP960933,33,0,0,0,-2,51,0,0,0,-1,82,0,0,0,-3,37,0,0,0,5,31,0,0,0,0,12,0,0,0,0
B.US.2020.98050_REBOUND_VA0_F9B_1.PP960935,33,0,0,0,-2,51,0,0,0,-1,82,0,0,0,-3,37,0,0,0,5,31,0,0,0,0,12,0,0,0,0
B.US.2020.98050_REBOUND_VA0_H12_7.PP960954,33,0,0,0,-3,51,0,0,0,-1,82,0,0,0,-4,37,0,0,0,5,31,0,0,0,0,12,0,0,0,0
B.US.2020.98050_REBOUND_VA0_H9_2.PP960950,33,0,0,0,-3,51,0,0,0,-1,82,0,0,0,-4,37,0,0,0,5,31,0,0,0,0,12,0,0,0,0
B.US.2020.98058_REBOUND_V28_C4_5.PP960975,36,1,0,0,-3,40,0,0,0,0,74,1,0,0,-3,37,0,0,0,5,36,1,0,0,-2,14,0,0,0,-1
B.US.2020.98058_REBOUND_VA0_A10B_5.PP961064,36,1,0,0,-3,40,0,0,0,0,74,1,0,0,-3,37,0,0,0,5,36,1,0,0,-2,14,0,0,0,-1
B.US.2020.98058_REBOUND_VA0_A1_4.PP960955,36,0,0,0,-3,40,0,0,0,0,74,0,0,0,-3,37,0,0,0,5,36,1,0,0,-2,14,0,0,0,-1
B.US.2020.98058_REBOUND_VA0_C11_5.PP960965,36,1,0,0,-3,40,0,0,0,0,74,1,0,0,-3,37,0,0,0,5,36,1,0,0,-2,14,0,0,0,-1
B.US.2020.98058_REBOUND_VA0_C12_5.PP960966,36,1,0,0,-3,40,0,0,0,0,74,1,0,0,-3,37,0,0,0,5,33,1,0,0,-2,14,0,0,0,-1
B.US.2020.98058_REBOUND_VA0_C3A.PP960961,36,0,0,0,-3,40,0,0,0,0,74,0,0,0,-3,37,0,0,0,5,36,1,0,0,-2,14,0,0,0,-1
B.US.2020.98058_REBOUND_VA0_C3B_1.PP960962,36,1,0,0,-3,40,0,0,0,0,74,1,0,0,-3,37,0,0,0,5,36,1,0,0,-2,14,0,0,0,-1
B.US.2020.98058_REBOUND_VA0_D9A_7.PP960971,36,1,0,0,-3,40,0,0,0,0,74,1,0,0,-3,37,0,0,0,5,36,1,0,0,-2,14,0,0,0,-1
B.US.2020.98059_REBOUND_V1_A0_C1_2.PP960978,35,1,0,0,0,40,0,0,0,-1,73,1,0,0,-1,37,0,0,0,8,32,0,0,0,-3,11,0,0,0,-1
B.US.2020.98059_REBOUND_V1_A0_C6_7.PP960980,35,1,0,0,0,40,0,0,0,-1,73,1,0,0,-1,37,0,0,0,8,32,0,0,0,-3,11,0,0,0,-1
B.US.2020.98059_REBOUND_V1_A0_D11_5.PP960985,35,1,0,0,0,40,0,0,0,-1,73,1,0,0,-1,37,0,0,0,8,32,0,0,0,-3,11,0,0,0,-1
B.US.2020.98059_REBOUND_V1_A0_D1_6.PP960983,35,1,0,0,0,40,0,0,0,-1,73,1,0,0,-1,37,0,0,0,8,32,0,0,0,-3,11,0,0,0,-1
